uq,error
0.11299999999999999,0.38749999999999996
0.8009999999999999,0.4
0.40900000000000003,0.0
0.5920000000000001,0.0
0.20699999999999996,0.0
0.369,0.0
0.489,0.0
0.07499999999999996,0.0
0.41000000000000003,0.0
0.43899999999999995,0.0
0.515,0.0
0.521,0.0
0.42600000000000005,0.0
0.18999999999999995,0.0
0.11199999999999999,0.17808219178082196
0.28400000000000003,0.0
0.30000000000000004,0.0
0.507,0.0
0.28300000000000003,0.0
0.596,0.25
0.05900000000000005,0.46153846153846156
0.273,0.0
0.33199999999999996,0.0
0.732,0.40740740740740744
0.24,0.5657894736842105
0.14400000000000002,0.0
0.256,0.0
0.273,0.0
0.28800000000000003,0.2857142857142857
0.5529999999999999,0.0
0.31200000000000006,0.5957446808510638
0.508,0.0
0.603,0.0
0.44299999999999995,0.0
0.118,0.0
0.499,0.2195121951219512
0.73,0.5
0.18500000000000005,0.564516129032258
0.511,0.0
0.372,0.0
0.837,0.0
0.08699999999999997,0.0
0.505,0.4024390243902439
0.619,0.1428571428571429
0.29800000000000004,0.39682539682539686
0.263,0.5657894736842105
0.31299999999999994,0.38
0.06999999999999995,0.0
0.641,0.10666666666666669
0.375,0.3125
0.351,0.0
0.474,0.0
0.7050000000000001,0.0
0.352,0.0
0.32999999999999996,0.0
0.5920000000000001,0.0
0.7150000000000001,0.3448275862068966
0.06799999999999995,0.0
0.819,0.0
0.8069999999999999,0.36046511627906974
0.03500000000000003,0.564516129032258
0.406,0.234375
0.20399999999999996,0.0
0.512,0.0
0.31499999999999995,0.0
0.5569999999999999,0.0
0.132,0.0
0.131,0.0
0.41800000000000004,0.4035087719298246
0.13,0.0
0.6910000000000001,0.46153846153846156
0.20399999999999996,0.0
0.44299999999999995,0.4137931034482759
0.8200000000000001,0.2222222222222222
0.45099999999999996,0.0
0.548,0.1923076923076923
0.19699999999999995,0.0
0.23099999999999998,0.2909090909090909
0.585,0.1428571428571429
0.8109999999999999,0.16455696202531644
0.6659999999999999,0.7142857142857143
0.6799999999999999,0.0
0.628,0.19565217391304346
0.33899999999999997,0.0
0.38,0.5483870967741935
0.716,0.09459459459459463
0.759,0.16176470588235292
0.258,0.0
0.74,0.0
0.21699999999999997,0.0
0.11099999999999999,0.0
0.8,0.34693877551020413
0.22099999999999997,0.0
0.5760000000000001,0.4444444444444444
0.132,0.0
0.692,0.19354838709677424
0.369,0.0
0.737,0.1707317073170732
0.679,0.0
0.43799999999999994,0.0
0.569,0.0
0.09499999999999997,0.0
0.11299999999999999,0.0
0.55,0.0
0.48,0.0
